"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1386736270","5th Street Pharmacy","3"
"1386738789","Medicine Shoppe","3"
"1417040486","MEDICINE SHOPPE","3"
"1417058439","Medly Pharmacy","3"
"1427142868","Medicine Shoppe","3"
"1437242831","Thousand Cranes Pharmacy","3"
"1447344858","Medicap Pharmacy","3"
"1447345764","MOTT PHARMACY AND SURGICALS","3"
"1457445868","Medicine Shoppe","3"
"1467544346","Amtul R Ahmad MD SC","3"
"1467546879","Medicine Shoppe","3"
"1467547935","Harris Teeter Pharmacy","5"
"1477648467","PALMER PHARMACY","3"
"1487747127","Medicine Shoppe","3"
"1487748794","Medicap Pharmacy","3"
"1497847776","Gateway Health Mart Pharmacy Mandan","3"
"1497847776","Gateway Pharmacy Mandan","3"
"1497848832","Alto Pharmacy","3"
"1508950916","MEDICINE SHOPPE","3"
"1508951443","Medicine Shoppe","3"
"1508959198","Medicine Shoppe","3"
"1518051960","Adventhealth Outpatient Pharmacy Orlando","3"
"1528150786","UW Health Pharmacy Services","5"
"1528152725","Medicine Shoppe # 527","3"
"1538252978","Medicap Pharmacy","3"
"1538253943","Medicap Pharmacy","3"
"1548353196","The Medicine Shoppe","3"
"1548354954","Medicine Shoppe","3"
"1558453290","Coram CVS/specialty Infusion Services","3"
"1558455212","Medicine Shoppe","3"
"1558455220","Medicine Shoppe","3"
"1558455964","MEDICINE SHOPPE","3"
"1558457002","Harris Teeter Pharmacy","5"
"1568556876","The Medicine Shoppe #0708","3"
"1568556967","Medicine Shoppe","3"
"1568556975","THE MEDICINE SHOPPE PHARMACY #1850","3"
"1588757249","Medicine Shoppe","3"
"1609975374","Atlantic Boulevard Dermatology","3"
"1619061025","Medicine Shoppe","3"
"1629162037","Medicap Pharmacy","3"
"1639262363","Harris Teeter Pharmacy","5"
"1639263221","Medicine Shoppe","3"
"1639263395","Medicine Shoppe","3"
"1649364951","Medicap Pharmacy","3"
"1659465953","Medicine Shoppe","3"
"1659465961","The Medicine Shoppe","3"
"1669565610","Medicap Pharmacy","3"
"1679667109","BELLIN HEALTH PHARMACY","3"
"1689767014","Medicine Shoppe","3"
"1689767840","Honeycutt Drug Store","3"
"1699869008","Medicine Shoppe","3"
"1700970118","Medicine Shoppe","3"
"1710070644","Harris Teeter Pharmacy","5"
"1710071121","Medicap Pharmacy","3"
"1720172067","Harris Teeter Pharmacy","5"
"1720172133","MEDICINE SHOPPE PHARMACY","3"
"1730273046","Medicine Shoppe","3"
"1730273145","Medicap Pharmacy","3"
"1730273152","Adventhealth Outpatient Pharmacy Celebration","3"
"1760576177","Medicine Shoppe","3"
"1770678666","Emerald Pharmacy","3"
"1790879609","Medicine Shoppe","3"
"1801980214","Medicap Pharmacy","3"
"1801980743","West Seventh Pharmacy","3"
"1801982103","STJOSEPH MERCY PROFESSIONAL PHARMACY","3"
"1811081227","Medicine Shoppe","3"
"1821181355","Medicine Shoppe","3"
"1831283233","Medicap Pharmacy","3"
"1831283241","Prospect Apothecary","3"
"1851483564","Medicap Pharmacy","3"
"1851485262","Medicine Shoppe","3"
"1871687285","Medicine Shoppe","3"
"1891889200","Health Center Pharmacy","3"
"1902990310","MEDICINE SHOPPE","3"
"1902991375","Harris Teeter Pharmacy","5"
"1912091323","Woodward's Express Care Pharmacy","3"
"1922192236","Medicap Pharmacy","3"
"1922192335","Medicine Shoppe","3"
"1922193051","Harris Teeter Pharmacy","5"
"1932293347","Medicine Shoppe","3"
"1962596379","MEDICINE SHOPPE","3"
"1972695278","Northeast Family Practice Pharmacy","5"
"1972697381","Medicine Shoppe","3"
"1982797833","Harris Teeter Pharmacy","5"
"1003905589","Medicine Shoppe","3"
"1043307663","Bay Institutional","3"
"1043390537","UW Health Pharmacy Services","5"
"1043393598","Beekman Pharmacy","3"
"1053491191","Kents Market Pharmacy","3"
"1083702518","Allegre Pharmacy","3"
"1083796163","Minh Pharmacy","3"
"1093895526","Associates for Hand and Orthopedic Surgery PSC","4"
"1114014164","the medicine shoppe","3"
"1114014941","Medicine Shoppe","3"
"1124114111","Parkway Drugs","3"
"1144310319","TAMPA DRUGS AND DIABETIC CENTER","3"
"1144318684","UW Health Pharmacy Services","5"
"1184707689","Marion E Fether Medical Center","3"
"1194813873","Bashas' United Drugs; Food City United Drugs; AJ's United Drugs","3"
"1245310721","UW Health Pharmacy Services","5"
"1245327154","Medicine Shoppe","3"
"1265520084","The Medicine Shoppe 1122","3"
"1265520084","Village Pharmacy","3"
"1275613572","Elephant Pharmacy","3"
"1285715185","Advanced Home Care Inc","3"
"1295822492","Balliet's Family Pharmacy and Gift Shop","3"
"1306933510","Harris Teeter Pharmacy","5"
"1326122474","Paradis Shop-n-Save Supermarket/Pharmacy","3"
"1336222801","HealthSmart Pharmacy (East)","3"
"1366526584","Val-U-Drugs","3"
"1376627596","Kamiah Drug","3"
"1386728434","Paradis Shop-n-Save Supermarket/Pharmacy","3"
"1386731537","Greenville Pharmacy","3"
"1427139377","Visalia Eye Center","3"
"1508952524","Lake Pharmacy","3"
"1518041656","Chazan Pharmacy","5"
"1598846248","Alegent Health Memorial Hospital - Clarkson Pharmacy","3"
"1629165600","RIMCO PHARMACY","3"
"1649350075","UW Health Pharmacy Services","5"
"1649367186","Loma Linda University Community Pharmacy","3"
"1669554721","Liberty Women's Health Care of Queens - NYC","3"
"1689754079","Wellspan Pharmacy","3"
"1689757387","Southern Indiana Infusion","3"
"1689763237","MEDICINE SHOPPE","3"
"1710068531","HAPETH Prescription Shop Northwest","3"
"1720162886","Paradis Shop-n-Save Supermarket/Pharmacy","3"
"1740361500","Village Pharmacy / Village Health Services","3"
"1750477600","Eye Physicians & Surgeons of DC.","3"
"1750478400","Medicine Shoppe","3"
"1770664120","Bolumen Pharmacy","3"
"1780772236","UW Health Pharmacy Services","5"
"1811084031","The Medicinne Shoppe","3"
"1811085533","SavMart Pharmacy","3"
"1821186776","Advanced Pain Management Center","3"
"1861575425","Burgess Chemist","3"
"1871674531","Salem Drugs","3"
"1902980121","Arnzen Drug","3"
"1922198795","Leo E. Orr, Jr., M.D.","5"
"1932289428","Carolina Pharmacy Discount","3"
"1942383674","CANDLER PRESCRIPTION CENTER","3"
"1952481459","Northwest Hills Pharmacy & Florist","3"
"1952498255","Smith-Lockwood Pharmacy","3"
"1962585950","Butterfield's Pharmacy","3"
"1962599167","Ocean Chemists","3"
"1972693950","HECTOR PHARMACY","3"
"1982791240","Weber Clinic Pharmacy","3"
"1003995812","W J BARGE MEMORIAL HOSPITAL PHARMACY","5"
"1023196219","Baylor Scott & White Pharmacy #226","3"
"1043397052","Lourdes Health Network","5"
"1063596294","Harrico Drugs","3"
"1063599645","Medical Arts Rexall Pharmacy","3"
"1073691531","ADAMS MEMORIAL HOSPITAL PHARMACY","3"
"1083790976","Haysi Drug Center","3"
"1093891665","NOVA Pharmacy","3"
"1093891665","NOVA Pharmacy Diabetes Care & Education","3"
"1104901131","Medicine Shoppe","3"
"1104901982","LAHEY CLINIC PHARMACY","3"
"1134204449","UW Health Pharmacy Services","5"
"1154408292","DeMartini's Compounding Center","3"
"1164509949","Prescriptions Plus","3"
"1174608897","Tomer Drug Company","3"
"1184701906","ITS West Clinic","5"
"1205915931","Medicine Shoppe Pharmacy","3"
"1215014949","Medicine Shoppe","3"
"1225112782","Hollands Apothecary","3"
"1225116239","Crystal Pharmacy","3"
"1245315282","CASTAIC PHARMACY","3"
"1265516785","VALLEY MISSION HOMECARE PHARMACY","5"
"1306922018","Ephraim McDowell Regional Medical Center Outpatient Pharmacy","3"
"1316021199","BARTH'S DRUG STORE","3"
"1326123852","Harris Teeter Pharmacy","5"
"1356428338","COLUMBUS WOMEN'S HEALTH ORGANIZATION","3"
"1396820882","The Medicine Shoppe","3"
"1396822839","Samaritan Village, Inc.","4"
"1396828786","Harris Teeter Pharmacy","5"
"1417032947","Harris Teeter Pharmacy","5"
"1427133701","Hollands Pharmacy","3"
"1437233202","Southeastern Endodontics LLC","5"
"1508941907","BI MART PHARMACY #675","3"
"1508942723","ITS Main Clinic","5"
"1518041516","MORGAN DRUG STORE","3"
"1528149655","Bashas' United Drugs; Food City United Drugs; AJ's United Drugs","3"
"1578648713","Letty's Pharmacy","4"
"1619055761","Medical Center Pharmacy","3"
"1619055860","THE MEDICINE SHOPPE","3"
"1669555058","HARRIS TEETER PHARMACY #325","3"
"1679654875","Bashas' United Drugs; Food City United Drugs; AJ's United Drugs","3"
"1689755746","LAHEY CLINIC NORTH PHARMACY","3"
"1689758849","C & R PHARMACY","3"
"1699850990","University of Wisconsin Hospitals and Clinics Pharmacy","5"
"1699852640","Bashas' United Drugs; Food City United Drugs; AJ's United Drugs","3"
"1700961547","Assist Care Pharmacy","5"
"1700962255","Mellinia Pharmacy","4"
"1720163017","Corner Medical Center Pharmacy","3"
"1730265406","MATHEWS PHARMACY","3"
"1760564082","The Medicine Shoppe #1286","3"
"1770652000","Hirsh Heath Center","5"
"1780766428","Florida Atlantic University Pharmacy","3"
"1790863066","Butterfield's Pharmacy","3"
"1811073059","ITS North Clinic","5"
"1811074438","Medicine Shoppe","3"
"1811075815","JACKSON WOMEN'S HEALTH ORGANIZATION, INC.","3"
"1821175100","Spinal Diagnostics & Pain Management","3"
"1831272566","ELM CITY PHARMACY","3"
"1841374303","Hollands Pharmacy","3"
"1841379567","Brookside Pharmacy","3"
"1861570301","Newt's Discount Pharmacy","3"
"1861579815","Bashas' United Drug; Food City United Drugs; AJ's United Drugs","3"
"1891879995","Smith-Lockwood Drugs and Jewelry","3"
"1902982846","Care More Pharmacy","3"
"1952470288","Hirsh Health Center","5"
"1962589937","DELAWARE WOMEN'S HEALTH ORGANIZATION","3"
"1972680551","Hazle Compounding","3"
"1982782801","HAPETH Prescription Shop South","3"
"1003995549","Harmons Pharmacy #86","3"
"1023182490","HomeTown Pharmacy","3"
"1033281837","MEDICINE SHOPPE","3"
"1043382831","MEDICINE SHOPPE","3"
"1053480483","Red Jacket Pharmacy, LLC","5"
"1053483842","MEDICAP PHARMACY","3"
"1053483859","MEDICAP PHARMACY","3"
"1063584845","MEDICINE SHOPPE","3"
"1063584852","MEDICINE SHOPPE","3"
"1073685608","HealthSmart Pharmacy","3"
"1073685855","MEDICINE SHOPPE","3"
"1073685863","Medicine Shoppe","3"
"1083786875","MEDICINE SHOPPE","3"
"1093884744","Farmacia del Carmen","3"
"1093887879","MEDICINE SHOPPE","3"
"1093894545","Hirsh Health Center","5"
"1104995398","SSM HEALTH MONROE PHARMACY","3"
"1104995398","Monroe Clinic Hospital Pharmacy","5"
"1114099900","MEDICAP PHARMACY","3"
"1124190913","MEDICINE SHOPPE","3"
"1144392937","MEDICAP PHARMACY","3"
"1144392945","MEDICINE SHOPPE","3"
"1154493930","THE MEDICINE SHOPPE","3"
"1154493948","MEDICINE SHOPPE","3"
"1154493955","MEDICINE SHOPPE","3"
"1174695951","MEDICINE SHOPPE","3"
"1184796963","MEDICINE SHOPPE #1135","4"
"1184796971","MEDICAP PHARMACY","3"
"1215009006","MEDICINE SHOPPE","3"
"1215009014","Elm Grove Pharmacy","3"
"1225107550","Ashley Clinic Pharmacy","3"
"1225108459","Harris Teeter Pharmacy","5"
"1235201021","MEDICINE SHOPPE","3"
"1245302033","MEDICINE SHOPPE","3"
"1245302041","MEDICINE SHOPPE","3"
"1255403432","QoL meds","3"
"1265501472","Coram Specialty Infusion Services, an Apria Healthcare Company","3"
"1265504054","MEDICINE SHOPPE","3"
"1275605057","MEDICAP PHARMACY","3"
"1275605065","HealthSmart Pharmacy","3"
"1285706069","The Medicine Shoppe","3"
"1285706895","MEDICINE SHOPPE","3"
"1285707752","BROOKSHIRES PHARMACY #33","3"
"1295801009","Pelham Parkway Pharmacy","3"
"1306913983","MEDICAP PHARMACY LTC","3"
"1306916986","CLEARSPRING PHARMACY, LTD.","3"
"1316016199","Red Wing Corner Drug","3"
"1326110107","Mike's Medical Pharmacy","3"
"1326111642","Children's Home Care Pharmacy","3"
"1346312139","MEDICINE SHOPPE","3"
"1346329620","BioScrip Infusion Services","3"
"1356410567","Coram Specialty Infusion Serivces, an Apria Healthcare Company","3"
"1356413140","MEDICINE SHOPPE","3"
"1366514143","MEDICAP PHARMACY","3"
"1366515835","BROOKSHIRES PHARMACY #59","3"
"1366519845","MEDICINE SHOPPE","3"
"1376615971","MEDICINE SHOPPE","3"
"1386713337","Coram CVS/specialty Infusion Services","3"
"1386716173","MEDICINE SHOPPE","3"
"1386717502","Browns Drug Store","3"
"1396815262","Medicine Shoppe","3"
"1407928203","MEDICAP PHARMACY","3"
"1407928294","MEDICAP PHARMACY","3"
"1427120203","MEDICINE SHOPPE","3"
"1437221223","MEDICAP PHARMACY","3"
"1437222569","Advanced Orthopedic Associates","3"
"1447321765","Meds Direct Rx of CA","3"
"1447322235","MEDICAP PHARMACY","3"
"1457423238","MEDICINE SHOPPE","3"
"1457423246","MEDICINE SHOPPE","3"
"1477625002","MEDICAP PHARMACY","3"
"1497827281","Care 4 U Pharmacy","3"
"1497828065","Medical arts Pharmacy","3"
"1508938382","MEDICINE SHOPPE","3"
"1508938390","MEDICINE SHOPPE","3"
"1528130309","MEDICINE SHOPPE","3"
"1528130317","SIDNEY HOMETOWN PHARMACY","3"
"1528130747","QoL meds","3"
"1528132271","Parkside Medical","3"
"1538231329","MEDICINE SHOPPE","3"
"1548330343","West Ocean City Injury & Illness Center","3"
"1548332331","MEDICINE SHOPPE","3"
"1548333016","BROOKSHIRES PHARMACY #49","3"
"1548339757","Coram Specialty Infusion Services, an Apria Healthcare Company","3"
"1558433342","MEDICINE SHOPPE","3"
"1568534352","MEDICINE SHOPPE","3"
"1578635108","MEDICINE SHOPPE","3"
"1588733117","action drugs #2","3"
"1588743058","Pauls Pharmacy #11","3"
"1598837387","MEDICAP PHARMACY","3"
"1609948009","Moses Benavides MD","5"
"1609948405","Precision Care Pharmacy","3"
"1609948496","THE MEDICINE SHOPPE","3"
"1619047420","CLEARSPRING PHARMACY","3"
"1619047941","Hillsborough County Health Department","3"
"1619049400","MEDICINE SHOPPE","3"
"1639241425","MEDICAP PHARMACY","3"
"1649342437","MEDICINE SHOPPE","3"
"1649346404","MEDICINE SHOPPE","3"
"1669542189","Healthy Living Pharmacy","3"
"1669546081","Dayton Children's Hospital Outpatient Pharmacy","3"
"1669546081","The Children's Medical Center Pharmacy","5"
"1679643894","Concord Hospital Pharmacy Center-Laconia","3"
"1679643894","The Pharmacy Center","3"
"1699847483","MEDICAP PHARMACY","3"
"1699854984","BioScrip Infusion Services","3"
"1700950409","ROY N GAY MD","5"
"1700958584","The Medicine Shoppe #387","3"
"1710059597","MEDICINE SHOPPE","3"
"1740350321","CLEARSPRING PHRAMCY, LTD.","3"
"1740352533","MEDICINE SHOPPE","3"
"1740359959","Coram Specialty Infusion Services, an Apria Healthcare Company","3"
"1760551584","Family Drug","3"
"1760554554","MEDICINE SHOPPE","3"
"1760561179","Belmont's Drug Store","3"
"1770655573","MEDICINE SHOPPE","3"
"1770655904","Mac's Drugs","3"
"1780756569","MEDICINE SHOPPE","3"
"1801967559","Budget Drugs # 4","3"
"1801968698","HealthSmart Pharmacy","3"
"1811068455","NATURAL VISION","3"
"1821160615","MEDICINE SHOPPE","3"
"1851463087","AllianceRx Walgreens Pharmacy #15443","3"
"1861561649","Third Avenue Pharmacy","3"
"1871665679","MEDICINE SHOPPE","3"
"1902978794","MEDICINE SHOPPE","3"
"1922170711","Medicine Shoppe 1376","3"
"1922171495","BROOKSHIRES PHARMACY #41","3"
"1952473332","Express Rx of Trumann","3"
"1952473407","VILLAGE PHARMACY","3"
"1952473746","MEDICINE SHOPPE","3"
"1962574756","MEDICAP PHARMACY","3"
"1962574764","MEDICAP PHARMACY","3"
"1972675767","MEDICINE SHOPPE","3"
"1982776761","SHEPHERD PHARMACY","3"
"1992877781","MEDICAP PHARMACY","3"
"1023186590","Mill Park Pharmacy","3"
"1023186673","Infusion Partners of Savannah","3"
"1023186947","Ace Pharmacy","3"
"1033278874","SCOTT DRUGS","3"
"1033287511","Infusion Partners of Pittsburgh","3"
"1073672606","TRICARE PHARMACY","3"
"1073681615","Infusion Partners of Birmingham","3"
"1083782882","MEDICINE SHOPPE","3"
"1104994938","Creekside Pharmacy","3"
"1114086923","Hannas Pharmacy","3"
"1134288848","Dana J Hogan MD","5"
"1134297906","tahoe city compounding pharmacy","3"
"1154497329","Medicine Shoppe","3"
"1154499846","BioScrip Infusion Services","3"
"1174684294","Wolf's Wayzata Pharmacy","3"
"1235204934","Medicine Shoppe","3"
"1245308105","Hoffman Pharmacy","3"
"1265591135","Hometown Pharmacy","3"
"1285795591","InfuScience","5"
"1295803831","BioScrip Infusion Services","3"
"1295893121","Sutter Midtown Pharmacy","3"
"1306904222","Hoopa Health Association","4"
"1326116989","BioScrip Infusion Services","3"
"1336208156","Ormondy Pharmacy","3"
"1336213859","Medicap Pharmacy","3"
"1356419154","MEDICINE SHOPPE","3"
"1386712701","BEST MEDICAL CENTER","3"
"1396813127","MEDICAP PHARMACY 8391","3"
"1427124189","HEALTHSMART PHARMACY-NEWTON","3"
"1427126150","BioScrip Infusion Services","3"
"1437227923","Barry J Gross DO PC","4"
"1447327234","Medicine Shoppe","3"
"1497813901","Care Center Pharmacy","3"
"1497815989","Medicine Shoppe","3"
"1497822548","CMSMC","5"
"1508939778","MEDICAP PHARMACY","3"
"1518035310","MEDICINE SHOPPE","3"
"1518035344","MEDICINE SHOPPE","3"
"1548338346","MEDICINE SHOPPE","3"
"1558439356","MEDICINE SHOPPE","3"
"1558439745","BioScrip Infusion Services","3"
"1568522530","Barnes Pharamcy and Barb's Gifts","3"
"1588731202","AGNES G QUION M D INC","3"
"1588732317","NORTH PORT PHARMACY","3"
"1659449619","Kane Regional Center Glen Hazel Pharmacy","3"
"1659449619","kane regional ctr Glen hazel Pharmacy","3"
"1669532693","Walker Pharmacy Lyons","3"
"1669532693","Ideal Pharmacy","5"
"1669546214","vamps rx","3"
"1669547592","Bashas' United Drugs, Food City United Drugs, AJ's United Drugs","3"
"1669548095","Village Pharmacy","3"
"1689742173","BioScrip Infusion Services","3"
"1699843490","MEDICINE SHOPPE","3"
"1710052709","Wingerts Pharmacy","3"
"1710055512","MEDICINE SHOPPE","3"
"1750440129","Medicap Pharmacy","3"
"1760543268","Medicine Shoppe","3"
"1780751131","Ironia Pharmacy","3"
"1780751891","Bashas' United Drugs, Food City United Drugs, AJ's United Drugs","3"
"1801964374","Infusion Partners of Detroit","3"
"1801964622","MEDICAP PHARMACY","3"
"1831265958","BioScrip Infusion Services","3"
"1851451314","Towne Pharmacy","3"
"1851464531","Arenson Healthmart Pharmacy","3"
"1851466049","West End Drug","3"
"1851469365","Infusion Partners of Bowling Green","3"
"1861569121","Arikana C.Chihombori M.D.","5"
"1891861902","MEDICAP PHARMACY","3"
"1902974496","Infusion Partners of Madison County","3"
"1912073016","MEDICAP PHARMACY","3"
"1922176650","BioScrip Infusion Services","3"
"1932274362","Medi-Quik Pharmacy","3"
"1932276748","Medicine Express","3"
"1942374475","MEDICAP PHARMACY","3"
"1972679744","Medicap Pharmacy","3"
"1972679926","Specialty Pharmacy","3"
"1982762373","Taylor Drug","5"
"1982772786","MEDICINE SHOPPE","3"
"1992871099","MEDICINE SHOPPE","3"
"1992871537","MEDICINE SHOPPE","3"
"1003976887","Medicine Shoppe","3"
"1013072438","MEDICINE SHOPPE","3"
"1023171295","The Medicine Shoppe","3"
"1023173440","MEDICAP PHARMACY","3"
"1053475566","Low Country Health Care System","3"
"1053476481","MEDICINE SHOPPE","3"
"1063578375","JEROME PHARMACY","3"
"1073678496","MEDICINE SHOPPE","3"
"1073678496","The Medicine Shoppe","3"
"1083779680","Health One Pharmacy of Ohio","3"
"1093879439","ASPIRUS MEDFORD HOSPITAL & CLINICS, INC.","3"
"1093879439","MEMORIAL HEALTH CENTER, INC","4"
"1124183355","DBA NGMC Pharmacy","3"
"1144385576","MEDICINE SHOPPE","3"
"1154483220","Realo Discount Drugs","3"
"1184784811","DUMONT PHARMACY","3"
"1225193659","MEDICAP PHARMACY","3"
"1235291618","Health First Pharmacy","3"
"1265597272","Cornell Pharmacy","3"
"1295890614","MEDICINE SHOPPE","3"
"1316001530","Craftsman Dental Care","3"
"1376608133","The Medicine Shoppe #1427","3"
"1407915606","Riley's Pharmacy","3"
"1427105030","WSU Cougar Health Services Pharmacy","3"
"1427115476","THE PHARMACY COUNTER","3"
"1437212149","Oakland Pharmacy","3"
"1437213261","Medicap Pharmacy","3"
"1457413965","HealthSmart Pharmacy","3"
"1457414138","Lakeland Village Pharmacy","5"
"1467510552","Pacific Drugs","3"
"1467517581","MEDICINE SHOPPE","3"
"1487719654","The Shadyside Pharmacy","3"
"1528123940","MEDICAP PHARMACY","3"
"1558426973","MEDICINE SHOPPE","3"
"1588726772","Boyt Drugs","3"
"1598820920","MEDICINE SHOPPE","3"
"1598825291","Medicine Shoppe","3"
"1598828873","Health Complex Pharmacy II","5"
"1609939438","Medicine Shoppe","3"
"1659434801","UT Southwestern Campus Pharmacy","3"
"1699838763","Sonoma State University","5"
